jurisdiccion,ambito,tipo_gestion,nivel_desempeno,porcentaje,anio_evaluacion,nivel_educativo,anio_escolar
Córdoba,Urbano,Privado,Avanzado,0.35148868794910787,2024,Secundario,5to año / 6to año
Entre Ríos,Rural,Estatal,Avanzado,0.0823016590077047,2024,Secundario,5to año / 6to año
Entre Ríos,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Entre Ríos,Urbano,Estatal,Avanzado,0.06922160745274125,2024,Secundario,5to año / 6to año
Entre Ríos,Urbano,Privado,Avanzado,0.2286221876981704,2024,Secundario,5to año / 6to año
Formosa,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Formosa,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Formosa,Urbano,Estatal,Avanzado,0.07274114181083928,2024,Secundario,5to año / 6to año
Formosa,Urbano,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Jujuy,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Jujuy,Urbano,Estatal,Avanzado,0.04870921987718765,2024,Secundario,5to año / 6to año
Jujuy,Urbano,Privado,Avanzado,0.07586925191812134,2024,Secundario,5to año / 6to año
La Pampa,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
La Pampa,Urbano,Estatal,Avanzado,0.19643426275377665,2024,Secundario,5to año / 6to año
La Pampa,Urbano,Privado,Avanzado,0.238865769166574,2024,Secundario,5to año / 6to año
La Rioja,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
La Rioja,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
La Rioja,Urbano,Estatal,Avanzado,0.029724768052764198,2024,Secundario,5to año / 6to año
La Rioja,Urbano,Privado,Avanzado,0.13212762265094427,2024,Secundario,5to año / 6to año
Mendoza,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Mendoza,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Mendoza,Urbano,Estatal,Avanzado,0.1211434535807679,2024,Secundario,5to año / 6to año
Mendoza,Urbano,Privado,Avanzado,0.3500363553597162,2024,Secundario,5to año / 6to año
Misiones,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Misiones,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Misiones,Urbano,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Misiones,Urbano,Privado,Avanzado,0.1116049168070223,2024,Secundario,5to año / 6to año
Neuquén,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Neuquén,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Neuquén,Urbano,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Neuquén,Urbano,Privado,Avanzado,0.6451409690931962,2024,Secundario,5to año / 6to año
Río Negro,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Río Negro,Urbano,Estatal,Avanzado,0.019896044152812046,2024,Secundario,5to año / 6to año
Río Negro,Urbano,Privado,Avanzado,0.4858942216562563,2024,Secundario,5to año / 6to año
Salta,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Salta,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Salta,Urbano,Estatal,Avanzado,0.04829781568888143,2024,Secundario,5to año / 6to año
Salta,Urbano,Privado,Avanzado,0.26975704247172744,2024,Secundario,5to año / 6to año
San Juan,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
San Juan,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
San Juan,Urbano,Estatal,Avanzado,0.07338736086118101,2024,Secundario,5to año / 6to año
San Juan,Urbano,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
San Luis,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
San Luis,Urbano,Estatal,Avanzado,0.09756155614616882,2024,Secundario,5to año / 6to año
San Luis,Urbano,Privado,Avanzado,0.43796231129463736,2024,Secundario,5to año / 6to año
Santa Cruz,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Santa Cruz,Urbano,Estatal,Avanzado,0.029648231265808712,2024,Secundario,5to año / 6to año
Santa Cruz,Urbano,Privado,Avanzado,0.27730487385235064,2024,Secundario,5to año / 6to año
Santa Fe,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Santa Fe,Rural,Privado,Avanzado,0.1915708740002328,2024,Secundario,5to año / 6to año
Santa Fe,Urbano,Estatal,Avanzado,0.107137368614612,2024,Secundario,5to año / 6to año
Santa Fe,Urbano,Privado,Avanzado,0.1911340619557437,2024,Secundario,5to año / 6to año
Santiago del Estero,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Santiago del Estero,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Santiago del Estero,Urbano,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Santiago del Estero,Urbano,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Urbano,Estatal,Avanzado,0.05617071469488659,2024,Secundario,5to año / 6to año
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Urbano,Privado,Avanzado,0.8032665796126796,2024,Secundario,5to año / 6to año
Tucumán,Rural,Estatal,Avanzado,0.0,2024,Secundario,5to año / 6to año
Tucumán,Rural,Privado,Avanzado,0.0,2024,Secundario,5to año / 6to año
Tucumán,Urbano,Estatal,Avanzado,0.05338512271849552,2024,Secundario,5to año / 6to año
Tucumán,Urbano,Privado,Avanzado,0.1254106308218336,2024,Secundario,5to año / 6to año
